# File generated by CMD 3.9 (http://stev.oapd.inaf.it/cmd) on Wed Mar  4 15:36:53 UTC 2026
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods + transition are from Trabucchi et al. (2021)
# Photometric system: DECAM (ABmags)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  umag    gmag    rmag    imag    zmag    Ymag
0.00077741 -1.30000 10.05308 0.0900000036 1.0816895926    0.090 -3.201  3.4633  5.399    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.27e-17      0.00 7.473e-01 2.519e-01 1.471e-04 3.970e-05 3.601e-04 -1.000 8.184e-04 12.774 17.968 16.540 14.651 12.767 12.143 12.024
0.00077741 -1.30000 10.05308 0.0945241600 1.1236652262    0.095 -3.077  3.4810  5.367    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -7.1e-17      0.00 7.466e-01 2.526e-01 1.471e-04 3.970e-05 3.601e-04 -1.000 8.184e-04 12.463 17.608 15.847 13.994 12.399 11.855 11.738
0.00077741 -1.30000 10.05308 0.1000000089 1.1711064744    0.100 -2.935  3.5013  5.330    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -1e-16      0.00 7.458e-01 2.534e-01 1.471e-04 3.970e-05 3.601e-04 -1.000 8.183e-04 12.107 17.114 15.066 13.278 11.992 11.528 11.412
0.00077741 -1.30000 10.05308 0.1036758721 1.2010985886    0.104 -2.878  3.5077  5.315    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.14e-16      0.00 7.454e-01 2.538e-01 1.471e-04 3.970e-05 3.601e-04 -1.000 8.184e-04 11.966 16.908 14.802 13.039 11.838 11.395 11.281
0.00077741 -1.30000 10.05308 0.1199999973 1.3193154249    0.120 -2.650  3.5335  5.253    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.92e-16      0.00 7.436e-01 2.556e-01 1.471e-04 3.970e-05 3.601e-04 -1.000 8.184e-04 11.396 15.985 13.772 12.129 11.222 10.855 10.747
0.00077741 -1.30000 10.05308 0.1400000006 1.4384526719    0.140 -2.469  3.5495  5.203    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.86e-16      0.00 7.419e-01 2.573e-01 1.471e-04 3.970e-05 3.601e-04 -1.000 8.184e-04 10.942 15.256 13.068 11.508 10.747 10.418 10.314
0.00077741 -1.30000 10.05308 0.1599999964 1.5372931554    0.160 -2.329  3.5598  5.162    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.87e-16      0.00 7.406e-01 2.586e-01 1.471e-04 3.970e-05 3.601e-04 -1.000 8.184e-04 10.591 14.712 12.567 11.064 10.385 10.077 9.977
0.00077741 -1.30000 10.05308 0.2000000179 1.6938791367    0.200 -2.108  3.5736  5.093    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -6.23e-16      0.00 7.393e-01 2.599e-01 1.471e-04 3.970e-05 3.601e-04 -1.000 8.184e-04 10.039 13.891 11.829 10.407 9.822 9.540 9.445
0.00077741 -1.30000 10.05308 0.2500000000 1.8403257998    0.250 -1.903  3.5848  5.030    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.98e-16      0.00 7.391e-01 2.601e-01 1.471e-04 3.970e-05 3.601e-04 -1.000 8.183e-04 9.528 13.165 11.178 9.829 9.302 9.039 8.949
0.00077741 -1.30000 10.05308 0.3000000417 1.9529140366    0.300 -1.746  3.5933  4.987    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.41e-16      0.00 7.393e-01 2.599e-01 1.471e-04 3.970e-05 3.601e-04 -1.000 8.183e-04 9.136 12.614 10.687 9.395 8.905 8.656 8.570
0.00077741 -1.30000 10.05308 0.3499999940 2.0434174644    0.350 -1.619  3.6005  4.955    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -1.7e-15      0.00 7.450e-01 2.542e-01 1.471e-04 3.970e-05 3.601e-04 -1.000 8.183e-04 8.818 12.171 10.288 9.045 8.582 8.344 8.261
0.00077741 -1.30000 10.05308 0.3817813993 2.0926310055    0.382 -1.523  3.6077  4.926    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -2.1e-15      0.00 7.478e-01 2.513e-01 1.471e-04 3.970e-05 3.601e-04 -1.000 8.183e-04 8.578 11.810 9.971 8.776 8.337 8.110 8.031
0.00077741 -1.30000 10.05308 0.4000000358 2.1185024810    0.400 -1.472  3.6116  4.910    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.35e-15      0.00 7.494e-01 2.498e-01 1.471e-04 3.970e-05 3.601e-04 -1.000 8.183e-04 8.450 11.619 9.801 8.633 8.206 7.985 7.908
0.00077741 -1.30000 10.05308 0.4376642704 2.1674324350    0.437 -1.338  3.6253  4.870    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.21e-15      0.00 7.494e-01 2.497e-01 1.471e-04 3.970e-05 3.601e-04 -1.000 8.183e-04 8.114 11.072 9.327 8.249 7.864 7.664 7.594
0.00077741 -1.30000 10.05308 0.4500000477 2.1822809714    0.450 -1.296  3.6295  4.857    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.53e-15      0.00 7.494e-01 2.497e-01 1.471e-04 3.970e-05 3.601e-04 -1.000 8.183e-04 8.010 10.904 9.181 8.132 7.758 7.565 7.497
0.00077741 -1.30000 10.05308 0.5000000000 2.2374541529    0.500 -1.095  3.6571  4.813    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -5.6e-15      0.00 7.494e-01 2.497e-01 1.471e-04 3.970e-05 3.601e-04 -1.000 8.184e-04 7.509 9.989 8.421 7.547 7.250 7.098 7.043
0.00077741 -1.30000 10.05308 0.5500000715 2.2836583126    0.550 -0.878  3.6859  4.751    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -9.44e-15      0.00 7.819e-01 2.174e-01 1.294e-04 3.492e-05 3.169e-04 -1.000 6.978e-04 6.965 8.967 7.642 6.937 6.705 6.594 6.555
0.00077741 -1.30000 10.05308 0.6000000238 2.3211213258    0.600 -0.673  3.7139  4.696    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -1.55e-14      0.00 7.912e-01 2.081e-01 1.247e-04 3.367e-05 3.056e-04 -1.000 6.849e-04 6.451 8.033 6.964 6.387 6.204 6.127 6.103
0.00077741 -1.30000 10.05308 0.6096531153 2.3275449502    0.609 -0.632  3.7200  4.686    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1  -1.7e-14      0.00 7.932e-01 2.061e-01 1.236e-04 3.340e-05 3.032e-04 -1.000 6.951e-04 6.349 7.851 6.832 6.280 6.106 6.037 6.016
0.00077741 -1.30000 10.05308 0.6242110729 2.3368017467    0.624 -0.570  3.7291  4.671    1  0.000  0.543     0.00     0.00     0.00     0.00     0.00 -1 -1.98e-14      0.00 7.963e-01 2.030e-01 1.220e-04 3.297e-05 2.994e-04 -1.000 6.870e-04 6.194 7.585 6.638 6.121 5.962 5.902 5.886
0.00077741 -1.30000 10.05308 0.6366937160 2.3443524921    0.636 -0.516  3.7367  4.657    1  0.000  0.543     0.00     0.00     0.00     0.00     0.00 -1 -2.22e-14      0.00 7.991e-01 2.002e-01 1.206e-04 3.259e-05 2.960e-04 -1.000 7.140e-04 6.061 7.369 6.476 5.987 5.838 5.787 5.775
0.00077741 -1.30000 10.05308 0.6487910748 2.3513522651    0.649 -0.464  3.7440  4.642    1  0.000  0.543     0.00     0.00     0.00     0.00     0.00 -1 -2.36e-14      0.00 8.019e-01 1.974e-01 1.192e-04 3.221e-05 2.925e-04 -1.000 6.547e-04 5.931 7.164 6.320 5.857 5.720 5.676 5.667
0.00077741 -1.30000 10.05308 0.6499999762 2.3520353107    0.650 -0.459  3.7447  4.641    1  0.000  0.543     0.00     0.00     0.00     0.00     0.00 -1 -2.58e-14      0.00 8.022e-01 1.972e-01 1.190e-04 3.218e-05 2.922e-04 -1.000 6.547e-04 5.918 7.143 6.305 5.844 5.708 5.665 5.656
0.00077741 -1.30000 10.05308 0.6614926457 2.3583857002    0.661 -0.410  3.7510  4.624    1  0.000  0.543     0.00     0.00     0.00     0.00     0.00 -1 -2.93e-14      0.00 8.055e-01 1.938e-01 1.174e-04 3.173e-05 2.882e-04 -1.000 6.547e-04 5.794 6.956 6.159 5.723 5.596 5.560 5.554
0.00077741 -1.30000 10.05308 0.6748149991 2.3654366792    0.675 -0.351  3.7581  4.603    1  0.000  0.543     0.00     0.00     0.00     0.00     0.00 -1  -3.4e-14      0.00 8.096e-01 1.897e-01 1.153e-04 3.119e-05 2.834e-04 -1.000 6.547e-04 5.648 6.743 5.991 5.581 5.466 5.438 5.435
0.00077741 -1.30000 10.05308 0.6871486306 2.3716848668    0.687 -0.296  3.7644  4.581    1  0.000  0.542     0.00     0.00     0.00     0.00     0.00 -1 -3.92e-14      0.00 8.136e-01 1.857e-01 1.133e-04 3.066e-05 2.786e-04 -1.000 6.522e-04 5.511 6.552 5.835 5.449 5.344 5.322 5.322
0.00077741 -1.30000 10.05308 0.6984790564 2.3772017603    0.698 -0.245  3.7701  4.559    1  0.000  0.542     0.00     0.00     0.00     0.00     0.00 -1 -4.22e-14      0.00 8.175e-01 1.818e-01 1.114e-04 3.014e-05 2.740e-04 -1.000 6.448e-04 5.382 6.377 5.691 5.326 5.229 5.213 5.215
0.00077741 -1.30000 10.05308 0.6999999881 2.3779266974    0.700 -0.238  3.7708  4.556    1  0.000  0.542     0.00     0.00     0.00     0.00     0.00 -1 -4.57e-14      0.00 8.181e-01 1.813e-01 1.111e-04 3.007e-05 2.734e-04 -1.000 6.403e-04 5.364 6.354 5.672 5.309 5.213 5.198 5.200
0.00077741 -1.30000 10.05308 0.7053380013 2.3804425806    0.705 -0.213  3.7733  4.544    1  0.000  0.541     0.00     0.00     0.00     0.00     0.00 -1 -4.89e-14      0.00 8.205e-01 1.789e-01 1.098e-04 2.976e-05 2.706e-04 -1.000 6.114e-04 5.302 6.273 5.603 5.250 5.158 5.145 5.148
0.00077741 -1.30000 10.05308 0.7172712088 2.3859114512    0.717 -0.155  3.7788  4.516    1  0.000  0.539     0.00     0.00     0.00     0.00     0.00 -1 -5.71e-14      0.00 8.260e-01 1.734e-01 1.067e-04 2.902e-05 2.640e-04 -1.000 5.705e-04 5.159 6.088 5.445 5.112 5.029 5.022 5.027
0.00077741 -1.30000 10.05308 0.7282971144 2.3907817556    0.728 -0.100  3.7837  4.487    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -6.65e-14      0.00 8.314e-01 1.680e-01 1.037e-04 2.830e-05 2.577e-04 -1.000 5.547e-04 5.021 5.920 5.296 4.980 4.905 4.902 4.909
0.00077741 -1.30000 10.05308 0.7387264967 2.3952350328    0.738 -0.045  3.7881  4.456    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -7.76e-14      0.00 8.366e-01 1.628e-01 1.008e-04 2.759e-05 2.514e-04 -1.000 5.547e-04 4.884 5.756 5.148 4.848 4.779 4.781 4.789
0.00077741 -1.30000 10.05308 0.7478339672 2.3990072542    0.747  0.005  3.7917  4.426    1  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1 -8.96e-14      0.00 8.413e-01 1.581e-01 9.823e-05 2.695e-05 2.458e-04 -1.000 5.562e-04 4.758 5.610 5.013 4.727 4.664 4.669 4.678
0.00077741 -1.30000 10.05308 0.7500000000 2.3998889087    0.750  0.017  3.7926  4.418    1  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1 -9.29e-14      0.00 8.425e-01 1.570e-01 9.760e-05 2.680e-05 2.444e-04 -1.000 5.547e-04 4.727 5.574 4.980 4.697 4.635 4.641 4.651
0.00077741 -1.30000 10.05308 0.7543387413 2.4016374346    0.754  0.042  3.7942  4.402    1  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1 -9.98e-14      0.00 8.444e-01 1.551e-01 9.668e-05 2.655e-05 2.423e-04 -1.000 5.547e-04 4.665 5.504 4.914 4.637 4.578 4.585 4.595
0.00077741 -1.30000 10.05308 0.7636816502 2.4053251988    0.763  0.099  3.7976  4.364    1  0.000  0.531     0.00     0.00     0.00     0.00     0.00 -1 -1.18e-13      0.00 8.482e-01 1.512e-01 9.494e-05 2.609e-05 2.382e-04 -1.000 5.547e-04 4.523 5.343 4.763 4.498 4.444 4.455 4.466
0.00077741 -1.30000 10.05308 0.7722896338 2.4086322146    0.772  0.155  3.8005  4.324    1  0.000  0.531     0.00     0.00     0.00     0.00     0.00 -1  -1.4e-13      0.00 8.514e-01 1.481e-01 9.361e-05 2.573e-05 2.350e-04 -1.000 5.546e-04 4.382 5.187 4.614 4.361 4.312 4.325 4.337
0.00077741 -1.30000 10.05308 0.7802966237 2.4116331345    0.779  0.211  3.8029  4.283    1  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1 -1.66e-13      0.00 8.539e-01 1.455e-01 9.257e-05 2.546e-05 2.327e-04 -1.000 5.485e-04 4.244 5.036 4.469 4.224 4.179 4.194 4.207
0.00077741 -1.30000 10.05308 0.7874533534 2.4142560732    0.786  0.263  3.8046  4.241    1  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1 -1.95e-13      0.00 8.556e-01 1.438e-01 9.196e-05 2.530e-05 2.313e-04 -1.000 5.587e-04 4.112 4.896 4.331 4.093 4.051 4.068 4.082
0.00077741 -1.30000 10.05308 0.7937251329 2.4165100117    0.793  0.313  3.8055  4.198    1  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1  -2.3e-13      0.00 8.557e-01 1.437e-01 9.209e-05 2.535e-05 2.318e-04 -1.000 5.773e-04 3.987 4.765 4.202 3.969 3.929 3.947 3.961
0.00077741 -1.30000 10.05308 0.7956265211 2.4171852613    0.795  0.329  3.8058  4.185    1  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1 -2.42e-13      0.00 8.556e-01 1.438e-01 9.217e-05 2.537e-05 2.320e-04 -1.000 5.826e-04 3.948 4.725 4.163 3.930 3.891 3.909 3.923
0.00077741 -1.30000 10.05308 0.7972660661 2.4177645482    0.796  0.343  3.8057  4.170    1  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1 -2.54e-13      0.00 8.556e-01 1.438e-01 9.225e-05 2.540e-05 2.322e-04 -1.000 5.857e-04 3.911 4.688 4.125 3.893 3.853 3.871 3.885
0.00077741 -1.30000 10.05308 0.8000000715 2.4187244613    0.799  0.369  3.8051  4.144    1  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1 -2.77e-13      0.00 8.555e-01 1.439e-01 9.238e-05 2.543e-05 2.326e-04 -1.000 5.909e-04 3.847 4.625 4.061 3.827 3.787 3.805 3.818
0.00077741 -1.30000 10.05308 0.8035154939 2.4199476981    0.802  0.403  3.8045  4.109    1  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1  -3.1e-13      0.00 8.546e-01 1.448e-01 9.298e-05 2.560e-05 2.341e-04 -1.000 5.911e-04 3.763 4.544 3.978 3.743 3.702 3.719 3.732
0.00077741 -1.30000 10.05308 0.8083986044 2.4216265561    0.807  0.455  3.8016  4.048    1  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1 -3.74e-13      0.00 8.533e-01 1.461e-01 9.380e-05 2.583e-05 2.361e-04 -1.000 5.910e-04 3.632 4.422 3.851 3.608 3.563 3.578 3.590
0.00077741 -1.30000 10.05308 0.8092277050 2.4219092954    0.808  0.465  3.8009  4.036    1  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1  -3.9e-13      0.00 8.531e-01 1.463e-01 9.394e-05 2.587e-05 2.365e-04 -1.000 5.910e-04 3.607 4.401 3.828 3.583 3.537 3.551 3.563
0.00077741 -1.30000 10.05308 0.8107738495 2.4224347846    0.809  0.485  3.7989  4.009    2  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1  -4.2e-13      0.00 8.527e-01 1.467e-01 9.420e-05 2.594e-05 2.371e-04 -1.000 5.911e-04 3.558 4.360 3.783 3.531 3.483 3.494 3.506
0.00077741 -1.30000 10.05308 0.8137981296 2.4234560133    0.812  0.528  3.7928  3.944    2  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1 -4.97e-13      0.00 8.519e-01 1.475e-01 9.471e-05 2.608e-05 2.384e-04 -1.000 5.910e-04 3.451 4.282 3.689 3.419 3.361 3.367 3.376
0.00077741 -1.30000 10.05308 0.8159668446 2.4241829804    0.814  0.562  3.7855  3.881    2  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1 -5.78e-13      0.00 8.489e-01 1.506e-01 9.680e-05 2.665e-05 2.436e-04 -1.000 5.502e-04 3.364 4.232 3.619 3.325 3.256 3.255 3.261
0.00077741 -1.30000 10.05308 0.8175816536 2.4247213949    0.816  0.591  3.7776  3.821    2  0.000  0.531     0.00     0.00     0.00     0.00     0.00 -1 -6.61e-13      0.00 8.316e-01 1.678e-01 1.067e-04 2.933e-05 2.678e-04 -1.000 5.841e-04 3.293 4.206 3.568 3.248 3.167 3.158 3.161
0.00077741 -1.30000 10.05308 0.8190823197 2.4252195635    0.817  0.618  3.7678  3.755    2  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1  -7.6e-13      0.00 8.054e-01 1.940e-01 1.196e-04 3.279e-05 2.989e-04 -1.000 6.725e-04 3.224 4.202 3.527 3.173 3.077 3.058 3.057
0.00077741 -1.30000 10.05308 0.8201494813 2.4255725485    0.818  0.642  3.7592  3.698    2  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -8.56e-13      0.00 7.872e-01 2.121e-01 1.276e-04 3.493e-05 3.179e-04 -1.000 7.220e-04 3.165 4.205 3.494 3.110 3.001 2.973 2.969
0.00077741 -1.30000 10.05308 0.8211234212 2.4258937778    0.819  0.673  3.7511  3.635    2  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -9.85e-13      0.00 7.764e-01 2.228e-01 1.323e-04 3.620e-05 3.293e-04 -1.000 7.396e-04 3.089 4.190 3.444 3.031 2.910 2.873 2.866
0.00077741 -1.30000 10.05308 0.8218804002 2.4261428436    0.820  0.707  3.7455  3.579    2  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -1.14e-12      0.00 7.709e-01 2.284e-01 1.348e-04 3.686e-05 3.351e-04 -1.000 7.620e-04 3.002 4.149 3.377 2.945 2.815 2.772 2.763
0.00077741 -1.30000 10.05308 0.8226066232 2.4263812943    0.821  0.749  3.7409  3.519    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.34e-12      0.00 7.670e-01 2.323e-01 1.365e-04 3.732e-05 3.392e-04 -1.000 7.820e-04 2.897 4.080 3.287 2.840 2.703 2.656 2.644
0.00077741 -1.30000 10.05308 0.8227220178 2.4264191389    0.821  0.757  3.7404  3.508    3  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.39e-12      0.00 7.665e-01 2.328e-01 1.367e-04 3.737e-05 3.397e-04 -1.000 7.884e-04 2.877 4.064 3.269 2.820 2.682 2.634 2.622
0.00077741 -1.30000 10.05308 0.8233294487 2.4266181493    0.821  0.803  3.7376  3.452    3  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.64e-12      0.00 7.638e-01 2.354e-01 1.376e-04 3.762e-05 3.420e-04 -1.000 8.056e-04 2.763 3.975 3.166 2.708 2.565 2.514 2.501
0.00077741 -1.30000 10.05308 0.8238412142 2.4267855553    0.822  0.844  3.7355  3.402    3  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.91e-12      0.00 7.618e-01 2.374e-01 1.383e-04 3.780e-05 3.436e-04 -1.000 7.603e-04 2.659 3.890 3.069 2.605 2.459 2.406 2.392
0.00077741 -1.30000 10.05308 0.8244091272 2.4269710482    0.822  0.894  3.7334  3.344    3  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -2.29e-12      0.00 7.596e-01 2.396e-01 1.389e-04 3.797e-05 3.450e-04 -1.000 7.968e-04 2.534 3.782 2.951 2.481 2.332 2.276 2.261
0.00077741 -1.30000 10.05308 0.8249340057 2.4271422240    0.823  0.945  3.7316  3.287    3  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -2.74e-12      0.00 7.576e-01 2.416e-01 1.394e-04 3.811e-05 3.462e-04 -1.000 7.592e-04 2.408 3.672 2.833 2.356 2.205 2.146 2.130
0.00077741 -1.30000 10.05308 0.8254606724 2.4273137312    0.823  0.999  3.7298  3.225    3  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -3.34e-12      0.00 7.555e-01 2.437e-01 1.396e-04 3.826e-05 3.472e-04 -1.000 7.853e-04 2.271 3.551 2.703 2.221 2.066 2.006 1.989
0.00077741 -1.30000 10.05308 0.8259270787 2.4274654050    0.824  1.052  3.7281  3.166    3  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -4.04e-12      0.00 7.536e-01 2.456e-01 1.395e-04 3.847e-05 3.480e-04 -1.000 7.635e-04 2.139 3.433 2.577 2.090 1.933 1.871 1.852
0.00077741 -1.30000 10.05308 0.8263227940 2.4275939358    0.824  1.101  3.7266  3.111    3  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1 -4.81e-12      0.00 7.520e-01 2.473e-01 1.392e-04 3.881e-05 3.486e-04 -1.000 7.886e-04 2.017 3.325 2.461 1.969 1.810 1.746 1.727
0.00077741 -1.30000 10.05308 0.8266324997 2.4276944315    0.824  1.143  3.7253  3.065    3  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1 -5.58e-12      0.00 7.507e-01 2.485e-01 1.387e-04 3.925e-05 3.489e-04 -1.000 7.662e-04 1.914 3.233 2.363 1.867 1.706 1.640 1.621
0.00077741 -1.30000 10.05308 0.8269754648 2.4278056185    0.824  1.192  3.7237  3.009    3  0.000  0.527     0.00     0.00     0.00     0.00     0.00 -1 -6.67e-12      0.00 7.494e-01 2.498e-01 1.379e-04 4.000e-05 3.493e-04 -1.000 7.861e-04 1.789 3.123 2.245 1.744 1.581 1.513 1.493
0.00077741 -1.30000 10.05308 0.8273032904 2.4279117982    0.825  1.244  3.7220  2.950    3  0.000  0.523     0.00     0.00     0.00     0.00     0.00 -1 -8.04e-12      0.00 7.482e-01 2.510e-01 1.369e-04 4.103e-05 3.496e-04 -1.000 7.877e-04 1.659 3.009 2.121 1.615 1.449 1.380 1.358
0.00077741 -1.30000 10.05308 0.8276003003 2.4280079135    0.825  1.296  3.7203  2.891    3  0.000  0.519     0.00     0.00     0.00     0.00     0.00 -1  -9.7e-12      0.00 7.473e-01 2.519e-01 1.360e-04 4.209e-05 3.498e-04 -1.000 8.077e-04 1.530 2.897 1.999 1.487 1.318 1.247 1.224
0.00077741 -1.30000 10.05308 0.8278595209 2.4280917350    0.825  1.345  3.7186  2.835    3  0.000  0.516     0.00     0.00     0.00     0.00     0.00 -1 -1.16e-11      0.00 7.465e-01 2.527e-01 1.352e-04 4.300e-05 3.501e-04 -1.000 7.745e-04 1.406 2.791 1.883 1.365 1.194 1.120 1.096
0.00077741 -1.30000 10.05308 0.8280938864 2.4281674673    0.825  1.394  3.7168  2.779    3  0.000  0.513     0.00     0.00     0.00     0.00     0.00 -1 -1.38e-11      0.00 7.460e-01 2.532e-01 1.346e-04 4.371e-05 3.502e-04 -1.000 7.929e-04 1.284 2.688 1.769 1.245 1.070 0.994 0.970
0.00077741 -1.30000 10.05308 0.8283047080 2.4282355497    0.825  1.442  3.7150  2.724    3  0.000  0.511     0.00     0.00     0.00     0.00     0.00 -1 -1.65e-11      0.00 7.456e-01 2.536e-01 1.342e-04 4.424e-05 3.502e-04 -1.000 7.799e-04 1.164 2.587 1.657 1.127 0.949 0.871 0.846
0.00077741 -1.30000 10.05308 0.8285004497 2.4282987265    0.825  1.491  3.7131  2.668    3  0.000  0.510     0.00     0.00     0.00     0.00     0.00 -1 -1.97e-11      0.00 7.454e-01 2.538e-01 1.339e-04 4.456e-05 3.503e-04 -1.000 7.915e-04 1.042 2.484 1.544 1.007 0.826 0.745 0.719
0.00077741 -1.30000 10.05308 0.8286736608 2.4283546028    0.825  1.539  3.7112  2.613    3  0.000  0.510     0.00     0.00     0.00     0.00     0.00 -1 -2.34e-11      0.00 7.453e-01 2.539e-01 1.338e-04 4.471e-05 3.503e-04 -1.000 7.916e-04 0.923 2.385 1.434 0.890 0.706 0.623 0.596
0.00077741 -1.30000 10.05308 0.8288352489 2.4284067055    0.825  1.587  3.7092  2.556    3  0.000  0.510     0.00     0.00     0.00     0.00     0.00 -1 -2.79e-11      0.00 7.453e-01 2.540e-01 1.338e-04 4.474e-05 3.503e-04 -1.000 7.918e-04 0.803 2.286 1.323 0.772 0.585 0.499 0.471
0.00077741 -1.30000 10.05308 0.8289781213 2.4284527539    0.825  1.634  3.7073  2.502    3  0.000  0.510     0.00     0.00     0.00     0.00     0.00 -1  -3.3e-11      0.00 7.452e-01 2.540e-01 1.338e-04 4.476e-05 3.503e-04 -1.000 7.921e-04 0.686 2.191 1.216 0.658 0.467 0.379 0.350
0.00077741 -1.30000 10.05308 0.8291054368 2.4284937730    0.825  1.679  3.7053  2.449    3  0.000  0.510     0.00     0.00     0.00     0.00     0.00 -1  -3.9e-11      0.00 7.452e-01 2.540e-01 1.338e-04 4.478e-05 3.503e-04 -1.000 7.922e-04 0.573 2.104 1.113 0.547 0.353 0.262 0.232
0.00077741 -1.30000 10.05308 0.8292235136 2.4285318025    0.825  1.725  3.7033  2.395    3  0.000  0.510     0.00     0.00     0.00     0.00     0.00 -1 -4.61e-11      0.00 7.452e-01 2.540e-01 1.337e-04 4.479e-05 3.503e-04 -1.000 7.924e-04 0.459 2.016 1.009 0.434 0.237 0.144 0.112
0.00077741 -1.30000 10.05308 0.8293282390 2.4285655214    0.825  1.768  3.7013  2.343    3  0.000  0.510     0.00     0.00     0.00     0.00     0.00 -1 -5.42e-11      0.00 7.452e-01 2.540e-01 1.337e-04 4.480e-05 3.504e-04 -1.000 7.925e-04 0.349 1.933 0.910 0.327 0.126 0.030 -0.003
0.00077741 -1.30000 10.05308 0.8294270635 2.4285973314    0.824  1.813  3.6992  2.290    3  0.000  0.510     0.00     0.00     0.00     0.00     0.00 -1 -6.38e-11      0.00 7.452e-01 2.540e-01 1.337e-04 4.482e-05 3.504e-04 -1.000 7.927e-04 0.237 1.850 0.809 0.217 0.013 -0.085 -0.119
0.00077741 -1.30000 10.05308 0.8295160532 2.4286259683    0.824  1.856  3.6971  2.238    3  0.000  0.510     0.00     0.00     0.00     0.00     0.00 -1 -7.48e-11      0.00 7.452e-01 2.540e-01 1.337e-04 4.483e-05 3.504e-04 -1.000 7.927e-04 0.129 1.771 0.713 0.112 -0.096 -0.197 -0.232
