# File generated by CMD 3.9 (http://stev.oapd.inaf.it/cmd) on Wed Mar  4 15:36:53 UTC 2026
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods + transition are from Trabucchi et al. (2021)
# Photometric system: DECAM (ABmags)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  umag    gmag    rmag    imag    zmag    Ymag
0.00050245 -1.49000 10.00000 0.8522844911 2.4357274885    0.843  2.178  3.6892  1.894    3  0.000  0.503     0.00     0.00     0.00     0.00     0.00 -1 -2.31e-10      0.00 7.455e-01 2.540e-01 8.155e-05 2.858e-05 2.161e-04 -1.000 5.035e-04 -0.675 1.051 -0.043 -0.680 -0.905 -1.016 -1.055
0.00050245 -1.49000 10.00000 0.8523335457 2.4357423183    0.843  2.220  3.6870  1.844    3  0.000  0.503     0.00     0.00     0.00     0.00     0.00 -1 -2.69e-10      0.00 7.455e-01 2.540e-01 8.155e-05 2.858e-05 2.161e-04 -1.000 5.035e-04 -0.780 0.984 -0.133 -0.780 -1.009 -1.124 -1.164
0.00050245 -1.49000 10.00000 0.8523771763 2.4357555068    0.842  2.260  3.6848  1.795    3  0.000  0.503     0.00     0.00     0.00     0.00     0.00 -1 -3.13e-10      0.00 7.455e-01 2.540e-01 8.155e-05 2.859e-05 2.161e-04 -1.000 5.035e-04 -0.880 0.927 -0.218 -0.877 -1.110 -1.228 -1.270
0.00050245 -1.49000 10.00000 0.8524184823 2.4357679911    0.842  2.301  3.6826  1.745    3  0.000  0.503     0.00     0.00     0.00     0.00     0.00 -1 -3.64e-10      0.00 7.455e-01 2.540e-01 8.155e-05 2.859e-05 2.161e-04 -1.000 5.036e-04 -0.981 0.875 -0.303 -0.977 -1.214 -1.334 -1.377
0.00050245 -1.49000 10.00000 0.8524553180 2.4357791232    0.841  2.339  3.6804  1.698    3  0.000  0.503     0.00     0.00     0.00     0.00     0.00 -1  -4.2e-10      0.00 7.455e-01 2.540e-01 8.154e-05 2.859e-05 2.161e-04 -1.000 5.036e-04 -1.078 0.830 -0.383 -1.072 -1.312 -1.435 -1.479
0.00050245 -1.49000 10.00000 0.8524898291 2.4357895517    0.841  2.378  3.6782  1.650    3  0.000  0.503     0.00     0.00     0.00     0.00     0.00 -1 -4.85e-10      0.00 7.455e-01 2.540e-01 8.154e-05 2.859e-05 2.161e-04 -1.000 5.035e-04 -1.174 0.789 -0.461 -1.166 -1.410 -1.535 -1.581
0.00050245 -1.49000 10.00000 0.8525216579 2.4357991689    0.840  2.416  3.6760  1.603    3  0.000  0.503     0.00     0.00     0.00     0.00     0.00 -1 -5.58e-10      0.00 7.455e-01 2.540e-01 8.154e-05 2.860e-05 2.161e-04 -1.000 5.035e-04 -1.269 0.750 -0.537 -1.259 -1.507 -1.635 -1.682
0.00050245 -1.49000 10.00000 0.8525514603 2.4358081730    0.839  2.453  3.6737  1.555    3  0.000  0.503     0.00     0.00     0.00     0.00     0.00 -1 -6.43e-10      0.00 7.455e-01 2.540e-01 8.154e-05 2.860e-05 2.161e-04 -1.000 5.035e-04 -1.363 0.719 -0.611 -1.350 -1.603 -1.734 -1.783
0.00050245 -1.49000 10.00000 0.8525846601 2.4358182027    0.838  2.499  3.6711  1.499    3  0.000  0.503     0.00     0.00     0.00     0.00     0.00 -1 -7.63e-10      0.00 7.455e-01 2.540e-01 8.153e-05 2.860e-05 2.161e-04 -1.000 5.035e-04 -1.477 0.679 -0.700 -1.461 -1.719 -1.853 -1.904
0.00050245 -1.49000 10.00000 0.8526100516 2.4358258729    0.838  2.536  3.6687  1.452    3  0.000  0.503     7.54     5.90     4.18     3.23     2.61  3 -8.77e-10      0.00 7.455e-01 2.540e-01 8.153e-05 2.860e-05 2.161e-04 -1.000 5.035e-04 -1.570 0.662 -0.767 -1.550 -1.813 -1.951 -2.003
0.00050245 -1.49000 10.00000 0.8526386023 2.4358344968    0.837  2.581  3.6660  1.395    3  0.000  0.503     8.49     6.53     4.60     3.56     2.88  3 -1.04e-09      0.00 7.455e-01 2.540e-01 8.153e-05 2.861e-05 2.161e-04 -1.000 5.035e-04 -1.683 0.640 -0.848 -1.658 -1.927 -2.068 -2.123
0.00050245 -1.49000 10.00000 0.8526648283 2.4358424179    0.835  2.625  3.6631  1.339    3  0.000  0.503     9.56     7.22     5.07     3.93     3.18  3 -1.23e-09      0.00 7.455e-01 2.540e-01 8.153e-05 2.861e-05 2.161e-04 -1.000 5.035e-04 -1.793 0.630 -0.924 -1.763 -2.039 -2.184 -2.241
0.00050245 -1.49000 10.00000 0.8526892066 2.4358497805    0.834  2.670  3.6603  1.282    3  0.000  0.503    10.77     8.00     5.59     4.34     3.51  3 -1.45e-09      0.00 7.455e-01 2.540e-01 8.153e-05 2.861e-05 2.161e-04 -1.000 5.034e-04 -1.905 0.623 -1.000 -1.869 -2.151 -2.301 -2.360
0.00050245 -1.49000 10.00000 0.8527110219 2.4358563686    0.833  2.713  3.6575  1.228    3  0.000  0.503    12.08     8.83     6.14     4.77     3.87  3 -1.71e-09      0.00 7.455e-01 2.540e-01 8.153e-05 2.861e-05 2.161e-04 -1.000 5.035e-04 -2.012 0.622 -1.069 -1.968 -2.258 -2.412 -2.473
0.00050245 -1.49000 10.00000 0.8527311683 2.4358624523    0.831  2.756  3.6545  1.172    3  0.000  0.503    13.58     9.76     6.76     5.26     4.26  3 -2.01e-09      0.00 7.455e-01 2.540e-01 8.153e-05 2.862e-05 2.161e-04 -1.000 5.036e-04 -2.119 0.605 -1.138 -2.063 -2.361 -2.520 -2.584
0.00050245 -1.49000 10.00000 0.8527503014 2.4358682297    0.830  2.799  3.6516  1.116    3  0.000  0.503    15.27    10.79     7.44     5.80     4.70  2 -2.38e-09      0.00 7.455e-01 2.540e-01 8.152e-05 2.862e-05 2.161e-04 -1.000 5.035e-04 -2.228 0.585 -1.211 -2.161 -2.467 -2.631 -2.696
0.00050245 -1.49000 10.00000 0.8527668118 2.4358732150    0.828  2.839  3.6488  1.064    3  0.000  0.503    17.04    11.85     8.14     6.35     5.15  2 -2.78e-09      0.00 7.455e-01 2.540e-01 8.152e-05 2.862e-05 2.161e-04 -1.000 5.035e-04 -2.329 0.571 -1.276 -2.250 -2.564 -2.732 -2.800
0.00050245 -1.49000 10.00000 0.8527825475 2.4358779661    0.826  2.880  3.6460  1.011    3  0.000  0.503    19.06    13.04     8.92     6.97     5.65  2 -3.24e-09      0.00 7.455e-01 2.540e-01 8.152e-05 2.862e-05 2.161e-04 -1.000 5.035e-04 -2.431 0.558 -1.340 -2.338 -2.661 -2.834 -2.904
0.00050245 -1.49000 10.00000 0.8527972102 2.4358823931    0.824  2.921  3.6432  0.958    3  0.000  0.503    21.31    14.35     9.76     7.64     6.20  2 -3.79e-09      0.00 7.455e-01 2.540e-01 8.152e-05 2.862e-05 2.161e-04 -1.000 5.035e-04 -2.533 0.552 -1.400 -2.427 -2.758 -2.937 -3.009
0.00050245 -1.49000 10.00000 0.8528103828 2.4358863701    0.822  2.960  3.6404  0.906    3  0.000  0.503    23.73    15.73    10.66     8.36     6.78  2 -4.41e-09      0.00 7.455e-01 2.540e-01 8.152e-05 2.862e-05 2.161e-04 -1.000 5.035e-04 -2.630 0.551 -1.455 -2.510 -2.851 -3.035 -3.110
0.00050245 -1.49000 10.00000 0.8528227210 2.4358900949    0.819  2.999  3.6375  0.855    3  0.000  0.503    26.44    17.25    11.64     9.14     7.42  2 -5.12e-09      0.00 7.455e-01 2.540e-01 8.152e-05 2.862e-05 2.161e-04 -1.000 5.035e-04 -2.727 0.555 -1.505 -2.591 -2.941 -3.131 -3.208
0.00050245 -1.49000 10.00000 0.8528345823 2.4358936757    0.817  3.038  3.6346  0.802    3  0.000  0.503    29.51    18.95    12.73    10.01     8.13  1 -5.97e-09      0.00 7.455e-01 2.540e-01 8.152e-05 2.862e-05 2.161e-04 -1.000 5.036e-04 -2.826 0.558 -1.556 -2.673 -3.033 -3.229 -3.309
0.00050245 -1.49000 10.00000 0.8528452516 2.4358968966    0.814  3.076  3.6320  0.753    3  0.000  0.503    32.73    20.70    13.85    10.91     8.86  1 -6.89e-09      0.00 7.455e-01 2.540e-01 8.152e-05 2.863e-05 2.161e-04 -1.000 5.035e-04 -2.919 0.559 -1.605 -2.750 -3.120 -3.322 -3.404
0.00050245 -1.49000 10.00000 0.8528553247 2.4358999374    0.811  3.113  3.6290  0.702    3  0.000  0.503    36.43    22.68    15.11    11.92     9.68  1 -7.99e-09      0.00 7.455e-01 2.540e-01 8.152e-05 2.863e-05 2.161e-04 -1.000 5.035e-04 -3.013 0.569 -1.649 -2.826 -3.206 -3.414 -3.499
0.00050245 -1.49000 10.00000 0.8528648615 2.4359028162    0.808  3.151  3.6263  0.651    3  0.000  0.503    40.52    24.83    16.48    13.02    10.57  1 -9.26e-09      0.00 7.455e-01 2.540e-01 8.152e-05 2.863e-05 2.161e-04 -1.000 5.035e-04 -3.108 0.571 -1.695 -2.902 -3.293 -3.507 -3.594
0.00050245 -1.49000 10.00000 0.8528737426 2.4359054970    0.804  3.188  3.6236  0.602    3  0.000  0.503    44.97    27.13    17.94    14.19    11.52  1 -1.07e-08      0.00 7.455e-01 2.540e-01 8.152e-05 2.863e-05 2.161e-04 -1.000 5.035e-04 -3.200 0.574 -1.739 -2.976 -3.377 -3.597 -3.687
0.00050245 -1.49000 10.00000 0.8528820872 2.4359080158    0.800  3.225  3.6208  0.552    3  0.000  0.503    49.90    29.64    19.51    15.46    12.56  1 -1.24e-08      0.00 7.455e-01 2.540e-01 8.152e-05 2.863e-05 2.161e-04 -1.000 5.035e-04 -3.291 0.579 -1.781 -3.049 -3.460 -3.686 -3.779
0.00050245 -1.49000 10.00000 0.8528899550 2.4359103907    0.796  3.260  3.6182  0.503    3  0.000  0.503    55.25    32.32    21.19    16.81    13.66  1 -1.42e-08      0.00 7.455e-01 2.540e-01 8.152e-05 2.863e-05 2.161e-04 -1.000 5.035e-04 -3.381 0.583 -1.820 -3.119 -3.541 -3.772 -3.867
0.00050245 -1.49000 10.00000 0.8528975248 2.4359126755    0.791  3.294  3.6157  0.457    3  0.000  0.503    60.85    35.08    22.92    18.21    14.79  1 -1.63e-08      0.00 7.455e-01 2.540e-01 8.152e-05 2.863e-05 2.161e-04 -1.000 5.035e-04 -3.465 0.585 -1.850 -3.182 -3.616 -3.854 -3.951
0.00050245 -1.49000 10.00000 0.8528992534 2.4359131972    0.790  3.301  3.6151  0.447    3  0.000  0.503    62.13    35.71    23.30    18.52    15.05  1 -1.68e-08      0.00 7.455e-01 2.540e-01 8.152e-05 2.863e-05 2.161e-04 -1.000 5.035e-04 -3.483 0.585 -1.856 -3.195 -3.632 -3.871 -3.969
0.00050245 -1.49000 10.00000 0.8528992534 2.4359131972    0.790  1.758  3.7529  2.541    4  0.000  0.524     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.417e-01 2.578e-01 8.652e-05 2.564e-05 2.202e-04 -1.000 5.036e-04 0.375 1.408 0.705 0.325 0.210 0.173 0.165
0.00050245 -1.49000 10.00000 0.8529582620 2.4359310065    0.790  1.776  3.7512  2.517    4  0.000  0.524     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.417e-01 2.578e-01 8.652e-05 2.564e-05 2.202e-04 -1.000 5.035e-04 0.330 1.375 0.666 0.280 0.163 0.123 0.115
0.00050245 -1.49000 10.00000 0.8530191183 2.4359493704    0.790  1.779  3.7511  2.513    4  0.000  0.524     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.417e-01 2.578e-01 8.652e-05 2.564e-05 2.202e-04 -1.000 5.036e-04 0.322 1.369 0.659 0.273 0.155 0.115 0.107
0.00050245 -1.49000 10.00000 0.8530792594 2.4359675156    0.790  1.781  3.7512  2.512    4  0.000  0.524     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.417e-01 2.578e-01 8.652e-05 2.564e-05 2.202e-04 -1.000 5.036e-04 0.319 1.364 0.655 0.269 0.151 0.112 0.103
0.00050245 -1.49000 10.00000 0.8531415462 2.4359863050    0.790  1.781  3.7515  2.512    4  0.000  0.524     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.417e-01 2.578e-01 8.652e-05 2.565e-05 2.202e-04 -1.000 5.037e-04 0.316 1.359 0.651 0.267 0.150 0.110 0.102
0.00050245 -1.49000 10.00000 0.8532030582 2.4360048576    0.790  1.782  3.7521  2.514    4  0.000  0.524     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.417e-01 2.578e-01 8.652e-05 2.565e-05 2.202e-04 -1.000 5.036e-04 0.316 1.354 0.648 0.266 0.150 0.111 0.103
0.00050245 -1.49000 10.00000 0.8532661200 2.4360238745    0.790  1.782  3.7528  2.517    4  0.000  0.524     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.417e-01 2.578e-01 8.652e-05 2.565e-05 2.202e-04 -1.000 5.036e-04 0.316 1.349 0.645 0.266 0.151 0.113 0.105
0.00050245 -1.49000 10.00000 0.8533281684 2.4360425826    0.791  1.781  3.7536  2.521    4  0.000  0.524     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.417e-01 2.578e-01 8.652e-05 2.565e-05 2.202e-04 -1.000 5.036e-04 0.317 1.344 0.643 0.267 0.153 0.116 0.109
0.00050245 -1.49000 10.00000 0.8533907533 2.4360614492    0.791  1.780  3.7546  2.526    4  0.000  0.524     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.417e-01 2.578e-01 8.652e-05 2.565e-05 2.202e-04 -1.000 5.036e-04 0.319 1.339 0.641 0.268 0.157 0.121 0.114
0.00050245 -1.49000 10.00000 0.8534509540 2.4360795942    0.791  1.780  3.7555  2.530    4  0.000  0.524     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.417e-01 2.578e-01 8.651e-05 2.565e-05 2.202e-04 -1.000 5.036e-04 0.321 1.333 0.639 0.270 0.160 0.125 0.118
0.00050245 -1.49000 10.00000 0.8535108566 2.4360976464    0.791  1.779  3.7565  2.535    4  0.000  0.524     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.417e-01 2.578e-01 8.651e-05 2.565e-05 2.202e-04 -1.000 5.036e-04 0.322 1.328 0.637 0.271 0.163 0.129 0.123
0.00050245 -1.49000 10.00000 0.8535748124 2.4361169168    0.791  1.778  3.7574  2.539    4  0.000  0.524     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.417e-01 2.578e-01 8.651e-05 2.566e-05 2.202e-04 -1.000 5.036e-04 0.324 1.322 0.635 0.273 0.166 0.133 0.127
0.00050245 -1.49000 10.00000 0.8536396027 2.4361364353    0.791  1.778  3.7583  2.543    4  0.000  0.524     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.417e-01 2.578e-01 8.651e-05 2.566e-05 2.202e-04 -1.000 5.035e-04 0.326 1.317 0.633 0.274 0.169 0.136 0.131
0.00050245 -1.49000 10.00000 0.8537029028 2.4361555016    0.791  1.777  3.7591  2.547    4  0.000  0.524     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.417e-01 2.578e-01 8.651e-05 2.566e-05 2.202e-04 -1.000 5.036e-04 0.327 1.312 0.631 0.275 0.171 0.140 0.135
0.00050245 -1.49000 10.00000 0.8537652493 2.4361742774    0.791  1.777  3.7597  2.550    4  0.000  0.524     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.417e-01 2.578e-01 8.651e-05 2.566e-05 2.202e-04 -1.000 5.035e-04 0.327 1.307 0.629 0.275 0.172 0.142 0.137
0.00050245 -1.49000 10.00000 0.8537803292 2.4361788183    0.791  1.777  3.7599  2.551    4  0.000  0.524     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.417e-01 2.578e-01 8.651e-05 2.566e-05 2.202e-04 -1.000 5.036e-04 0.327 1.306 0.628 0.275 0.173 0.142 0.138
0.00050245 -1.49000 10.00000 0.8537936211 2.4361828206    0.791  1.777  3.7600  2.551    4  0.000  0.524     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.417e-01 2.578e-01 8.651e-05 2.566e-05 2.202e-04 -1.000 5.035e-04 0.327 1.306 0.628 0.275 0.173 0.142 0.138
0.00050245 -1.49000 10.00000 0.8538565040 2.4362017534    0.791  1.777  3.7604  2.553    4  0.000  0.524     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.417e-01 2.578e-01 8.651e-05 2.566e-05 2.202e-04 -1.000 5.036e-04 0.327 1.302 0.626 0.275 0.173 0.143 0.138
0.00050245 -1.49000 10.00000 0.8539207578 2.4362210956    0.791  1.778  3.7607  2.553    4  0.000  0.524     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.417e-01 2.578e-01 8.651e-05 2.566e-05 2.202e-04 -1.000 5.035e-04 0.326 1.299 0.624 0.274 0.173 0.143 0.138
0.00050245 -1.49000 10.00000 0.8539839983 2.4362401295    0.791  1.778  3.7608  2.553    4  0.000  0.524     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.417e-01 2.578e-01 8.650e-05 2.567e-05 2.202e-04 -1.000 5.036e-04 0.324 1.297 0.621 0.272 0.171 0.141 0.137
0.00050245 -1.49000 10.00000 0.8540473580 2.4362591960    0.791  1.780  3.7607  2.551    4  0.000  0.524     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.417e-01 2.578e-01 8.650e-05 2.567e-05 2.202e-04 -1.000 5.036e-04 0.321 1.295 0.619 0.269 0.168 0.138 0.133
0.00050245 -1.49000 10.00000 0.8541156650 2.4362797476    0.791  1.781  3.7603  2.548    4  0.000  0.524     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.417e-01 2.578e-01 8.650e-05 2.567e-05 2.202e-04 -1.000 5.036e-04 0.317 1.293 0.616 0.265 0.163 0.133 0.128
0.00050245 -1.49000 10.00000 0.8541802168 2.4362991660    0.791  1.783  3.7597  2.544    4  0.000  0.524     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.417e-01 2.578e-01 8.650e-05 2.567e-05 2.202e-04 -1.000 5.036e-04 0.312 1.292 0.613 0.260 0.157 0.126 0.122
0.00050245 -1.49000 10.00000 0.8542284369 2.4363136693    0.791  1.785  3.7592  2.540    4  0.000  0.524     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.417e-01 2.578e-01 8.650e-05 2.567e-05 2.202e-04 -1.000 5.036e-04 0.307 1.292 0.611 0.255 0.152 0.120 0.115
0.00050245 -1.49000 10.00000 0.8542436957 2.4363182583    0.792  1.786  3.7589  2.539    4  0.000  0.524     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.417e-01 2.578e-01 8.650e-05 2.567e-05 2.202e-04 -1.000 5.036e-04 0.306 1.292 0.610 0.254 0.150 0.118 0.113
0.00050245 -1.49000 10.00000 0.8542953134 2.4363337807    0.792  1.788  3.7581  2.533    4  0.000  0.524     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.417e-01 2.578e-01 8.650e-05 2.567e-05 2.202e-04 -1.000 5.035e-04 0.300 1.292 0.607 0.248 0.142 0.110 0.104
0.00050245 -1.49000 10.00000 0.8543495536 2.4363500895    0.792  1.791  3.7572  2.526    4  0.000  0.524     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.417e-01 2.578e-01 8.650e-05 2.568e-05 2.202e-04 -1.000 5.036e-04 0.292 1.292 0.604 0.241 0.134 0.101 0.095
0.00050245 -1.49000 10.00000 0.8544010520 2.4363655716    0.792  1.794  3.7563  2.520    4  0.000  0.524     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.417e-01 2.578e-01 8.650e-05 2.568e-05 2.202e-04 -1.000 5.036e-04 0.285 1.292 0.600 0.234 0.125 0.091 0.084
0.00050245 -1.49000 10.00000 0.8544532657 2.4363812666    0.792  1.797  3.7553  2.512    4  0.000  0.524     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.417e-01 2.578e-01 8.650e-05 2.568e-05 2.202e-04 -1.000 5.036e-04 0.277 1.291 0.596 0.226 0.115 0.080 0.073
0.00050245 -1.49000 10.00000 0.8545036316 2.4363964041    0.792  1.801  3.7542  2.504    4  0.000  0.524     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.417e-01 2.578e-01 8.650e-05 2.568e-05 2.203e-04 -1.000 5.036e-04 0.268 1.290 0.591 0.217 0.105 0.068 0.061
0.00050245 -1.49000 10.00000 0.8545544744 2.4364116828    0.792  1.804  3.7532  2.497    4  0.000  0.524     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.417e-01 2.578e-01 8.649e-05 2.568e-05 2.203e-04 -1.000 5.036e-04 0.259 1.289 0.586 0.208 0.094 0.057 0.049
0.00050245 -1.49000 10.00000 0.8546060324 2.4364271744    0.792  1.809  3.7519  2.487    4  0.000  0.524     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.417e-01 2.578e-01 8.649e-05 2.568e-05 2.203e-04 -1.000 5.035e-04 0.246 1.286 0.579 0.196 0.080 0.041 0.033
0.00050245 -1.49000 10.00000 0.8546574116 2.4364426100    0.792  1.815  3.7504  2.475    4  0.000  0.524     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.417e-01 2.578e-01 8.649e-05 2.568e-05 2.203e-04 -1.000 5.035e-04 0.232 1.284 0.570 0.182 0.063 0.023 0.014
0.00050245 -1.49000 10.00000 0.8547130823 2.4364593326    0.792  1.823  3.7485  2.459    4  0.000  0.524     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.417e-01 2.578e-01 8.649e-05 2.568e-05 2.203e-04 -1.000 5.035e-04 0.212 1.279 0.557 0.162 0.040 -0.002 -0.012
0.00050245 -1.49000 10.00000 0.8547645211 2.4364747817    0.792  1.833  3.7462  2.440    4  0.000  0.524     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.417e-01 2.578e-01 8.649e-05 2.569e-05 2.203e-04 -1.000 5.036e-04 0.187 1.272 0.541 0.138 0.012 -0.033 -0.044
0.00050245 -1.49000 10.00000 0.8548153639 2.4364900497    0.792  1.845  3.7438  2.419    4  0.000  0.524     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.417e-01 2.578e-01 8.649e-05 2.569e-05 2.203e-04 -1.000 5.035e-04 0.158 1.263 0.521 0.109 -0.021 -0.068 -0.079
0.00050245 -1.49000 10.00000 0.8548681140 2.4365058883    0.792  1.864  3.7404  2.386    4  0.000  0.524     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.417e-01 2.578e-01 8.649e-05 2.569e-05 2.203e-04 -1.000 5.036e-04 0.110 1.243 0.487 0.063 -0.073 -0.124 -0.137
0.00050245 -1.49000 10.00000 0.8549160957 2.4365202932    0.792  1.897  3.7349  2.331    4  0.000  0.524     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.417e-01 2.578e-01 8.649e-05 2.569e-05 2.203e-04 -1.000 5.036e-04 0.027 1.210 0.426 -0.020 -0.164 -0.221 -0.237
0.00050245 -1.49000 10.00000 0.8549394011 2.4365272892    0.792  1.932  3.7299  2.276    4  0.000  0.524     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.417e-01 2.578e-01 8.649e-05 2.569e-05 2.203e-04 -1.000 5.035e-04 -0.061 1.170 0.359 -0.106 -0.259 -0.321 -0.339
0.00050245 -1.49000 10.00000 0.8549496531 2.4365303665    0.792  1.967  3.7254  2.223    4  0.000  0.524     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.417e-01 2.578e-01 8.649e-05 2.569e-05 2.203e-04 -1.000 5.036e-04 -0.147 1.131 0.292 -0.190 -0.351 -0.418 -0.438
0.00050245 -1.49000 10.00000 0.8549541831 2.4365317263    0.792  2.000  3.7214  2.174    4  0.000  0.524     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.417e-01 2.578e-01 8.649e-05 2.569e-05 2.203e-04 -1.000 5.035e-04 -0.231 1.088 0.226 -0.272 -0.439 -0.511 -0.533
0.00050245 -1.49000 10.00000 0.8549562693 2.4365323525    0.792  2.029  3.7183  2.133    4  0.000  0.524     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.417e-01 2.578e-01 8.649e-05 2.569e-05 2.203e-04 -1.000 5.036e-04 -0.303 1.050 0.168 -0.343 -0.515 -0.591 -0.614
0.00050245 -1.49000 10.00000 0.8549574614 2.4365327103    0.792  2.054  3.7157  2.098    4  0.000  0.524     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.417e-01 2.578e-01 8.649e-05 2.569e-05 2.203e-04 -1.000 5.036e-04 -0.366 1.017 0.118 -0.403 -0.580 -0.658 -0.683
0.00050245 -1.49000 10.00000 0.8549575806 2.4365327461    0.792  2.057  3.7155  2.094    4  0.000  0.524     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.417e-01 2.578e-01 8.649e-05 2.569e-05 2.203e-04 -1.000 5.035e-04 -0.372 1.014 0.113 -0.410 -0.587 -0.666 -0.690
0.00050245 -1.49000 10.00000 0.8549576402 2.4365327640    0.792  2.057  3.7154  2.093    7  0.000  0.524     0.00     0.00     0.00     0.00     0.00 -1 -8.09e-10      0.00 7.417e-01 2.563e-01 8.649e-05 2.569e-05 2.203e-04 -1.000 2.090e-03 -0.374 1.013 0.112 -0.411 -0.588 -0.667 -0.692
0.00050245 -1.49000 10.00000 0.8549585342 2.4365330323    0.792  2.088  3.7127  2.051    7  0.000  0.524     0.00     0.00     0.00     0.00     0.00 -1 -9.85e-10      0.00 7.417e-01 2.563e-01 8.649e-05 2.569e-05 2.203e-04 -1.000 2.090e-03 -0.451 0.967 0.047 -0.486 -0.669 -0.750 -0.777
0.00050245 -1.49000 10.00000 0.8549596071 2.4365333544    0.792  2.127  3.7095  2.000    7  0.000  0.524     0.00     0.00     0.00     0.00     0.00 -1 -1.25e-09      0.00 7.417e-01 2.563e-01 8.649e-05 2.569e-05 2.203e-04 -1.000 2.090e-03 -0.547 0.908 -0.033 -0.580 -0.768 -0.853 -0.881
0.00050245 -1.49000 10.00000 0.8549606204 2.4365336585    0.792  2.165  3.7064  1.949    7  0.000  0.524     0.00     0.00     0.00     0.00     0.00 -1 -1.56e-09      0.00 7.417e-01 2.563e-01 8.649e-05 2.569e-05 2.203e-04 -1.000 2.090e-03 -0.644 0.854 -0.112 -0.673 -0.867 -0.956 -0.986
